# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 27 20:44:35 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
Kepler-373 c,1,2,Transit,16.72594800000,0.00022700000,-0.00022700000,0,0.1260000000,,,0,1.24000000,0.62000000,-0.62000000,0,2.07000000,,,0,0.000000,,,0,103.7560,5.3800,-5.0970,0,729.00,,,0,5787.00,200.00,-200.00,0,0.845000,0.418000,-0.418000,0,0.981000,0.028000,-0.025000,0,1090.45000000,22.50000000,-22.50000000
Kepler-374 b,1,3,Transit,1.89780600000,0.00001100000,-0.00001100000,0,0.0290000000,,,0,1.03000000,0.54000000,-0.54000000,0,1.08000000,,,0,0.000000,,,0,2014.6610,129.9660,-120.9710,0,1761.00,,,0,5977.00,200.00,-200.00,0,0.911000,0.474000,-0.474000,0,1.033000,0.033000,-0.029000,0,1265.61000000,34.84000000,-34.84000000
Kepler-374 c,1,3,Transit,3.28280700000,0.00002000000,-0.00002000000,0,0.0420000000,,,0,1.10000000,0.57000000,-0.57000000,0,1.37000000,,,0,0.000000,,,0,966.5910,62.3550,-58.0390,0,1467.00,,,0,5977.00,200.00,-200.00,0,0.911000,0.474000,-0.474000,0,1.033000,0.033000,-0.029000,0,1265.61000000,34.84000000,-34.84000000
Kepler-374 d,1,3,Transit,5.02821900000,0.00004000000,-0.00004000000,0,0.0560000000,,,0,1.31000000,0.70000000,-0.70000000,0,2.27000000,,,0,0.000000,,,0,548.0990,35.3580,-32.9110,0,1272.00,,,0,5977.00,200.00,-200.00,0,0.911000,0.474000,-0.474000,0,1.033000,0.033000,-0.029000,0,1265.61000000,34.84000000,-34.84000000
Kepler-375 b,1,2,Transit,12.12593400000,0.00020400000,-0.00020400000,0,0.1010000000,,,0,1.45000000,0.51000000,-0.51000000,0,2.70000000,,,0,0.000000,,,0,64.4440,6.7060,-5.9680,0,851.00,,,0,5826.00,200.00,-200.00,0,0.837000,0.291000,-0.291000,0,0.891000,0.029000,-0.032000,0,1238.81000000,54.45000000,-50.12000000
Kepler-375 c,1,2,Transit,19.98632600000,0.00018400000,-0.00018400000,0,0.1410000000,,,0,2.65000000,0.96000000,-0.96000000,0,7.51000000,,,0,0.000000,,,0,33.1520,3.4500,-3.0700,0,720.00,,,0,5826.00,200.00,-200.00,0,0.837000,0.291000,-0.291000,0,0.891000,0.029000,-0.032000,0,1238.81000000,54.45000000,-50.12000000
Kepler-376 b,1,2,Transit,4.92019900000,0.00007300000,-0.00007300000,0,0.0570000000,,,0,1.07000000,0.22000000,-0.22000000,0,1.24000000,,,0,0.000000,,,0,689.9120,29.5790,-28.3290,0,1242.00,,,0,5900.00,100.00,-100.00,0,1.175000,0.234000,-0.234000,0,0.968000,0.025000,-0.023000,0,923.06700000,16.18900000,-16.18900000
Kepler-376 c,1,2,Transit,14.17232700000,0.00010800000,-0.00010800000,0,0.1150000000,,,0,1.79000000,0.36000000,-0.36000000,0,3.86000000,,,0,0.000000,,,0,168.2900,7.2150,-6.9100,0,873.00,,,0,5900.00,100.00,-100.00,0,1.175000,0.234000,-0.234000,0,0.968000,0.025000,-0.023000,0,923.06700000,16.18900000,-16.18900000
Kepler-377 b,1,2,Transit,12.50952900000,0.00025700000,-0.00025700000,0,0.1090000000,,,0,1.39000000,0.27000000,-0.27000000,0,2.51000000,,,0,0.000000,,,0,139.1120,5.2660,-5.0690,0,875.00,,,0,5949.00,128.00,-128.00,0,1.224000,0.229000,-0.229000,0,1.043000,0.032000,-0.031000,0,823.80400000,12.57800000,-12.21100000
Kepler-377 c,1,2,Transit,27.01497600000,0.00034700000,-0.00034700000,0,0.1820000000,,,0,2.06000000,0.39000000,-0.39000000,0,4.90000000,,,0,0.000000,,,0,49.8550,1.8870,-1.8170,0,677.00,,,0,5949.00,128.00,-128.00,0,1.224000,0.229000,-0.229000,0,1.043000,0.032000,-0.031000,0,823.80400000,12.57800000,-12.21100000
Kepler-378 b,1,2,Transit,16.09236100000,0.00007300000,-0.00007300000,0,0.1120000000,,,0,0.75000000,0.15000000,-0.15000000,0,0.34700000,,,0,0.000000,,,0,17.8190,0.2960,-0.2930,0,503.00,,,0,4661.00,100.00,-100.00,0,0.671000,0.035000,-0.035000,0,0.780000,0.024000,-0.029000,0,152.09400000,0.43000000,-0.42700000
Kepler-378 c,1,2,Transit,28.90600900000,0.00021600000,-0.00021600000,0,0.1660000000,,,0,0.70000000,0.05000000,-0.05000000,0,0.27100000,,,0,0.000000,,,0,8.1660,0.1360,-0.1340,0,414.00,,,0,4661.00,100.00,-100.00,0,0.671000,0.035000,-0.035000,0,0.780000,0.024000,-0.029000,0,152.09400000,0.43000000,-0.42700000
Kepler-379 b,1,2,Transit,20.09838000000,0.00018000000,-0.00018000000,0,0.1520000000,,,0,1.66000000,0.31000000,-0.31000000,0,3.39000000,,,0,0.000000,,,0,90.3460,2.3450,-2.2850,0,775.00,,,0,6054.00,100.00,-100.00,0,1.306000,0.237000,-0.237000,0,1.125000,0.027000,-0.031000,0,731.27400000,7.26400000,-7.12600000
Kepler-379 c,1,2,Transit,62.78469700000,0.00066100000,-0.00066100000,0,0.3260000000,,,0,2.29000000,0.43000000,-0.43000000,0,5.86000000,,,0,0.000000,,,0,19.7930,0.5140,-0.5010,0,530.00,,,0,6054.00,100.00,-100.00,0,1.306000,0.237000,-0.237000,0,1.125000,0.027000,-0.031000,0,731.27400000,7.26400000,-7.12600000
Kepler-38 b,2,1,Transit,105.59900000000,0.03800000000,-0.05300000000,0,0.4632000000,0.0082000000,-0.0092000000,0,4.30000000,0.11000000,-0.11000000,0,122.00000000,,,1,0.032000,,,1,14.4568,0.9452,-0.9452,0,475.00,,,0,5623.00,50.00,-50.00,0,1.752000,0.031000,-0.034000,0,0.941000,0.055000,-0.059000,0,1174.59000000,20.53000000,-19.85000000
Kepler-380 b,1,2,Transit,3.93082100000,0.00003800000,-0.00003800000,0,0.0500000000,,,0,1.19000000,0.24000000,-0.24000000,0,1.81000000,,,0,0.000000,,,0,808.0930,34.0570,-32.5050,0,1317.00,,,0,6045.00,147.00,-147.00,0,1.224000,0.242000,-0.242000,0,0.990000,0.028000,-0.028000,0,813.71300000,14.54900000,-14.05500000
Kepler-380 c,1,2,Transit,7.63000400000,0.00007300000,-0.00007300000,0,0.0780000000,,,0,1.27000000,0.28000000,-0.28000000,0,2.15000000,,,0,0.000000,,,0,333.5650,14.0580,-13.4180,0,1056.00,,,0,6045.00,147.00,-147.00,0,1.224000,0.242000,-0.242000,0,0.990000,0.028000,-0.028000,0,813.71300000,14.54900000,-14.05500000
Kepler-381 b,1,3,Transit,5.62902100000,0.00002800000,-0.00002800000,0,0.0660000000,,,0,0.99000000,0.22000000,-0.22000000,0,0.93700000,,,0,0.000000,,,0,716.0850,12.9960,-12.7060,0,1576.00,,,0,6152.00,100.00,-100.00,0,1.568000,0.350000,-0.350000,0,1.144000,0.032000,-0.033000,0,267.32300000,1.70800000,-1.68700000
Kepler-381 c,1,3,Transit,13.39163500000,0.00012900000,-0.00012900000,0,0.1170000000,,,0,1.12000000,0.25000000,-0.25000000,0,1.46000000,,,0,0.000000,,,0,225.3310,4.0900,-3.9980,0,1180.00,,,0,6152.00,100.00,-100.00,0,1.568000,0.350000,-0.350000,0,1.144000,0.032000,-0.033000,0,267.32300000,1.70800000,-1.68700000
Kepler-381 d,1,3,Transit,8.25629997300,,,0,0.0836400000,0.0007900000,-0.0007900000,0,1.06678650,,,0,1.23000000,,,0,0.000000,,,0,436.7000,26.3000,-26.3000,0,1387.00,,,0,6197.00,135.00,-111.00,0,2.188000,0.336000,-0.576000,0,1.198000,0.144000,-0.159000,0,267.32300000,1.70800000,-1.68700000
Kepler-382 b,1,2,Transit,5.26215500000,0.00004700000,-0.00004700000,0,0.0550000000,,,0,1.32000000,0.63000000,-0.63000000,0,2.30000000,,,0,0.000000,,,0,381.4650,20.5620,-19.3420,0,1166.00,,,0,5600.00,200.00,-200.00,0,0.945000,0.452000,-0.452000,0,1.002000,0.033000,-0.031000,0,935.44600000,19.97150000,-19.97150000
Kepler-382 c,1,2,Transit,12.16270100000,0.00010900000,-0.00010900000,0,0.0970000000,,,0,1.59000000,0.77000000,-0.77000000,0,3.15000000,,,0,0.000000,,,0,124.7430,6.7240,-6.3250,0,882.00,,,0,5600.00,200.00,-200.00,0,0.945000,0.452000,-0.452000,0,1.002000,0.033000,-0.031000,0,935.44600000,19.97150000,-19.97150000
Kepler-383 b,1,2,Transit,12.90453200000,0.00012100000,-0.00012100000,0,0.0950000000,,,0,1.32000000,0.52000000,-0.52000000,0,2.30000000,,,0,0.000000,,,0,20.9100,2.6600,-3.4400,0,545.00,,,0,4710.00,200.00,-200.00,0,0.672000,0.265000,-0.265000,0,0.669000,0.017000,-0.017000,0,470.00000000,22.93300000,-28.59400000
Kepler-383 c,1,2,Transit,31.20075100000,0.00035400000,-0.00035400000,0,0.1720000000,,,0,1.24000000,0.49000000,-0.49000000,0,2.07000000,,,0,0.000000,,,0,6.4400,0.8200,-1.0600,0,406.00,,,0,4710.00,200.00,-200.00,0,0.672000,0.265000,-0.265000,0,0.669000,0.017000,-0.017000,0,470.00000000,22.93300000,-28.59400000
Kepler-384 b,1,2,Transit,22.59705300000,0.00024300000,-0.00024300000,0,0.1480000000,,,0,1.12000000,0.32000000,-0.32000000,0,1.46000000,,,0,0.000000,,,0,101.5490,2.9530,-2.8720,0,670.00,,,0,5577.00,145.00,-145.00,0,0.882000,0.251000,-0.251000,0,0.882000,0.015000,-0.014000,0,895.67800000,10.61650000,-10.61650000
Kepler-384 c,1,2,Transit,45.34826900000,0.00077900000,-0.00077900000,0,0.2360000000,,,0,1.13000000,0.33000000,-0.33000000,0,1.51000000,,,0,0.000000,,,0,40.0990,1.1660,-1.1340,0,531.00,,,0,5577.00,145.00,-145.00,0,0.882000,0.251000,-0.251000,0,0.882000,0.015000,-0.014000,0,895.67800000,10.61650000,-10.61650000
Kepler-385 b,1,3,Transit,10.04368600000,0.00012800000,-0.00012800000,0,0.0970000000,,,0,2.73000000,1.38000000,-1.38000000,0,12.80000000,11.40000000,-6.80000000,0,0.000000,,,0,143.9190,12.3290,-11.2360,0,951.00,,,0,6326.00,250.00,-250.00,0,1.126000,0.564000,-0.564000,0,0.992000,0.034000,-0.032000,0,1432.61000000,47.63000000,-44.72000000
Kepler-385 c,1,3,Transit,15.16316100000,0.00026900000,-0.00026900000,0,0.1270000000,,,0,3.04000000,1.56000000,-1.56000000,0,13.20000000,16.80000000,-9.00000000,0,0.000000,,,0,83.1550,7.1230,-6.4920,0,829.00,,,0,6326.00,250.00,-250.00,0,1.126000,0.564000,-0.564000,0,0.992000,0.034000,-0.032000,0,1432.61000000,47.63000000,-44.72000000
Kepler-385 d,1,3,Transit,56.41590000000,,,0,0.2872000000,0.0032100000,-0.0032100000,0,2.61864480,,,0,7.36000000,,,0,0.000000,,,0,15.0000,1.5000,-1.5000,0,535.00,,,0,5829.00,122.00,-122.00,0,1.157000,,,0,1.050000,,,0,1432.61000000,47.63000000,-44.72000000
Kepler-386 b,1,2,Transit,12.31043000000,0.00021800000,-0.00021800000,0,0.0960000000,,,0,1.39000000,0.82000000,-0.82000000,0,2.51000000,,,0,0.000000,,,0,43.2620,3.3640,-3.0840,0,651.00,,,0,5178.00,200.00,-200.00,0,0.767000,0.429000,-0.429000,0,0.825000,0.028000,-0.025000,0,882.46200000,29.38400000,-27.58000000
Kepler-386 c,1,2,Transit,25.19345800000,0.00034200000,-0.00034200000,0,0.1550000000,,,0,1.58000000,0.89000000,-0.89000000,0,3.12000000,,,0,0.000000,,,0,16.6570,1.2950,-1.1880,0,513.00,,,0,5178.00,200.00,-200.00,0,0.767000,0.429000,-0.429000,0,0.825000,0.028000,-0.025000,0,882.46200000,29.38400000,-27.58000000
Kepler-387 b,1,2,Transit,6.79163600000,0.00009400000,-0.00009400000,0,0.0680000000,,,0,1.03000000,0.24000000,-0.24000000,0,1.08000000,,,0,0.000000,,,0,304.0810,10.3570,-9.9840,0,994.00,,,0,5774.00,154.00,-154.00,0,1.046000,0.240000,-0.240000,0,0.850000,0.019000,-0.013000,0,801.05200000,10.78250000,-10.78250000
Kepler-387 c,1,2,Transit,11.83754900000,0.00032900000,-0.00032900000,0,0.0980000000,,,0,0.89000000,0.22000000,-0.22000000,0,0.64000000,,,0,0.000000,,,0,144.9630,4.9380,-4.7590,0,826.00,,,0,5774.00,154.00,-154.00,0,1.046000,0.240000,-0.240000,0,0.850000,0.019000,-0.013000,0,801.05200000,10.78250000,-10.78250000
Kepler-388 b,1,2,Transit,3.17331500000,0.00001800000,-0.00001800000,0,0.0360000000,,,0,0.81000000,0.10000000,-0.10000000,0,0.45700000,,,0,0.000000,,,0,112.2100,34.5700,-29.2300,0,830.00,,,0,4498.00,200.00,-200.00,0,0.586000,0.069000,-0.069000,0,0.635000,0.015000,-0.015000,0,425.00000000,16.42800000,-21.72900000
Kepler-388 c,1,2,Transit,13.29700400000,0.00018500000,-0.00018500000,0,0.0930000000,,,0,0.86000000,0.11000000,-0.11000000,0,0.56600000,,,0,0.000000,,,0,16.6400,5.1300,-4.3300,0,515.00,,,0,4498.00,200.00,-200.00,0,0.586000,0.069000,-0.069000,0,0.635000,0.015000,-0.015000,0,425.00000000,16.42800000,-21.72900000
Kepler-389 b,1,2,Transit,3.24410700000,0.00003000000,-0.00003000000,0,0.0410000000,,,0,1.51000000,0.77000000,-0.77000000,0,2.89000000,,,0,0.000000,,,0,167.0580,13.4900,-12.3870,0,1047.00,,,0,5376.00,250.00,-250.00,0,0.792000,0.402000,-0.402000,0,0.765000,0.018000,-0.020000,0,816.55900000,22.30000000,-21.16300000
Kepler-389 c,1,2,Transit,14.51143000000,0.00030500000,-0.00030500000,0,0.1100000000,,,0,1.46000000,0.75000000,-0.75000000,0,2.73000000,,,0,0.000000,,,0,22.7350,1.8360,-1.6860,0,636.00,,,0,5376.00,250.00,-250.00,0,0.792000,0.402000,-0.402000,0,0.765000,0.018000,-0.020000,0,816.55900000,22.30000000,-21.16300000
Kepler-39 b,1,1,Transit,21.08721000000,0.00003700000,-0.00003700000,0,0.1640000000,0.0030000000,-0.0030000000,0,13.90000000,1.01000000,-1.12000000,0,6388.10000000,413.20000000,-381.40000000,0,0.112000,0.057000,-0.057000,0,90.2200,4.0950,-3.8940,0,897.00,29.00,-29.00,0,6350.00,100.00,-100.00,0,1.400000,0.100000,-0.100000,0,1.290000,0.060000,-0.070000,0,1057.41000000,18.44000000,-18.44000000
Kepler-390 b,2,2,Transit,6.73808800000,0.00006700000,-0.00006700000,0,0.0650000000,,,0,0.82000000,0.07000000,-0.07000000,0,0.47700000,,,0,0.000000,,,0,99.9720,2.7420,-2.6840,0,786.00,,,0,5166.00,100.00,-100.00,0,0.776000,0.053000,-0.053000,0,0.787000,0.025000,-0.015000,0,435.27700000,3.72500000,-3.72500000
Kepler-390 c,2,2,Transit,13.06002200000,0.00025700000,-0.00025700000,0,0.1010000000,,,0,0.79000000,0.08000000,-0.08000000,0,0.41800000,,,0,0.000000,,,0,41.3510,1.1340,-1.1100,0,630.00,,,0,5166.00,100.00,-100.00,0,0.776000,0.053000,-0.053000,0,0.787000,0.025000,-0.015000,0,435.27700000,3.72500000,-3.72500000
Kepler-391 b,1,2,Transit,7.41750000000,0.00270000000,-0.00370000000,0,0.0830000000,0.0120000000,-0.0130000000,0,2.50000000,0.29000000,-0.29000000,0,1100.00000000,,,1,0.460000,,,1,690.0000,390.0000,-410.0000,0,930.00,37.00,-140.00,0,5038.00,57.00,-57.00,0,2.879000,0.318000,-0.318000,0,1.270000,0.081000,-0.081000,0,869.23600000,12.75950000,-12.75950000
Kepler-391 c,1,2,Transit,20.50100000000,0.03200000000,-0.01000000000,0,0.1640000000,0.0260000000,-0.0220000000,0,2.88000000,0.33000000,-0.33000000,0,450.00000000,,,1,0.270000,,,1,179.0000,96.0000,-110.0000,0,662.00,89.00,-97.00,0,5038.00,57.00,-57.00,0,2.879000,0.318000,-0.318000,0,1.270000,0.081000,-0.081000,0,869.23600000,12.75950000,-12.75950000
Kepler-392 b,1,2,Transit,5.34185300000,0.00005500000,-0.00005500000,0,0.0590000000,,,0,1.00000000,0.21000000,-0.21000000,0,0.97200000,,,0,0.000000,,,0,450.6540,12.2180,-11.9060,0,1125.00,,,0,5938.00,226.00,-226.00,0,1.129000,0.231000,-0.231000,0,0.874000,0.024000,-0.023000,0,681.42800000,7.67400000,-7.67400000
Kepler-392 c,1,2,Transit,10.42311800000,0.00008700000,-0.00008700000,0,0.0930000000,,,0,1.10000000,0.23000000,-0.23000000,0,1.37000000,,,0,0.000000,,,0,185.0980,5.0180,-4.8900,0,901.00,,,0,5938.00,226.00,-226.00,0,1.129000,0.231000,-0.231000,0,0.874000,0.024000,-0.023000,0,681.42800000,7.67400000,-7.67400000
Kepler-393 b,1,2,Transit,9.18241700000,0.00009600000,-0.00009600000,0,0.0910000000,,,0,1.29000000,0.25000000,-0.25000000,0,2.21000000,,,0,0.000000,,,0,429.8130,15.2290,-14.6660,0,1052.00,,,0,6189.00,100.00,-100.00,0,1.382000,0.263000,-0.263000,0,1.256000,0.023000,-0.021000,0,881.40400000,14.02200000,-13.59800000
Kepler-393 c,1,2,Transit,14.61361200000,0.00023100000,-0.00023100000,0,0.1240000000,,,0,1.33000000,0.31000000,-0.31000000,0,2.33000000,,,0,0.000000,,,0,231.2130,8.1920,-7.8900,0,901.00,,,0,6189.00,100.00,-100.00,0,1.382000,0.263000,-0.263000,0,1.256000,0.023000,-0.021000,0,881.40400000,14.02200000,-13.59800000
Kepler-394 b,1,3,Transit,8.00501300000,0.00009000000,-0.00009000000,0,0.0830000000,,,0,1.60000000,0.82000000,-0.82000000,0,3.19000000,,,0,0.000000,,,0,164.7800,10.0740,-9.4330,0,1035.00,,,0,6402.00,200.00,-200.00,0,1.132000,0.580000,-0.580000,0,0.870000,0.030000,-0.027000,0,1058.72000000,24.62000000,-23.54000000
Kepler-394 c,1,3,Transit,12.13068600000,0.00018000000,-0.00018000000,0,0.1100000000,,,0,1.66000000,0.86000000,-0.86000000,0,3.39000000,,,0,0.000000,,,0,94.5280,5.7790,-5.4110,0,901.00,,,0,6402.00,200.00,-200.00,0,1.132000,0.580000,-0.580000,0,0.870000,0.030000,-0.027000,0,1058.72000000,24.62000000,-23.54000000
Kepler-394 d,1,3,Transit,5.61358022700,,,0,0.0590400000,0.0006500000,-0.0006500000,0,1.50066814,,,0,2.86000000,,,0,0.000000,,,0,302.0000,26.0000,-26.0000,0,1165.00,,,0,6398.00,157.00,-224.00,0,1.101000,0.370000,-0.123000,0,1.141000,0.169000,-0.152000,0,1058.72000000,24.62000000,-23.54000000
Kepler-395 b,1,2,Transit,7.05434600000,0.00007000000,-0.00007000000,0,0.0610000000,,,0,1.03000000,0.08000000,-0.08000000,0,1.08000000,,,0,0.000000,,,0,17.8000,1.6000,-2.1000,0,576.00,55.00,-36.00,0,4262.00,100.00,-100.00,0,0.556000,0.022000,-0.022000,0,0.622827,0.021315,-0.021315,0,421.38200000,8.09050000,-8.09050000
Kepler-395 c,1,2,Transit,34.98926200000,0.00054300000,-0.00054300000,0,0.1770000000,,,0,1.32000000,0.09000000,-0.09000000,0,2.30000000,,,0,0.000000,,,0,2.1100,0.1900,-0.2500,0,341.00,27.00,-27.00,0,4262.00,100.00,-100.00,0,0.556000,0.022000,-0.022000,0,0.622827,0.021315,-0.021315,0,421.38200000,8.09050000,-8.09050000
Kepler-396 b,1,2,Transit,42.99400000000,,,0,0.2406700000,0.0010000000,-0.0010000000,0,3.50000000,1.28000000,-0.65000000,0,75.50000000,11.80000000,-5.80000000,0,0.000000,,,0,13.7310,0.3090,-0.3010,0,496.00,,,0,5656.00,60.00,-60.00,0,1.060000,0.390000,-0.200000,0,0.850000,0.130000,-0.060000,0,223.75700000,1.81200000,-1.78300000
Kepler-396 c,1,2,Transit,88.50500000000,,,0,0.3894600000,0.0016300000,-0.0016300000,0,5.30000000,1.95000000,-0.99000000,0,17.90000000,2.80000000,-1.30000000,0,0.000000,,,0,5.2440,0.1180,-0.1150,0,390.00,,,0,5656.00,60.00,-60.00,0,1.060000,0.390000,-0.200000,0,0.850000,0.130000,-0.060000,0,223.75700000,1.81200000,-1.78300000
Kepler-397 b,1,2,Transit,22.25094900000,0.00018600000,-0.00018600000,0,0.1440000000,,,0,2.46000000,21.32000000,-21.32000000,0,6.62000000,,,0,0.000000,,,0,20.0100,4.7000,-3.5300,0,539.00,,,0,5307.00,100.00,-100.00,0,0.767000,0.066000,-0.066000,0,0.844000,0.032000,-0.032000,0,969.00000000,44.63400000,-40.99700000
Kepler-397 c,1,2,Transit,135.49852700000,0.00066800000,-0.00066800000,0,0.4800000000,,,0,6.18000000,0.56000000,-0.56000000,0,31.60000000,,,0,0.000000,,,0,1.8000,0.4200,-0.3200,0,295.00,,,0,5307.00,100.00,-100.00,0,0.767000,0.066000,-0.066000,0,0.844000,0.032000,-0.032000,0,969.00000000,44.63400000,-40.99700000
Kepler-398 b,1,3,Transit,4.08142300000,0.00001100000,-0.00001100000,0,0.0440000000,,,0,0.93000000,0.10000000,-0.10000000,0,0.74900000,,,0,0.000000,,,0,81.2870,1.4330,-1.4170,0,755.00,,,0,4493.00,100.00,-100.00,0,0.613000,0.028000,-0.028000,0,0.649000,0.015000,-0.015000,0,177.35500000,0.53800000,-0.53500000
Kepler-398 c,1,3,Transit,11.41941200000,0.00004700000,-0.00004700000,0,0.0870000000,,,0,1.01000000,0.11000000,-0.11000000,0,1.01000000,,,0,0.000000,,,0,20.5560,0.3620,-0.3580,0,536.00,,,0,4493.00,100.00,-100.00,0,0.613000,0.028000,-0.028000,0,0.649000,0.015000,-0.015000,0,177.35500000,0.53800000,-0.53500000
Kepler-398 d,1,3,Transit,6.83437001000,0.00001518000,-0.00001518000,0,0.0618000000,,,0,0.88000000,0.03000000,-0.04000000,0,0.61500000,,,0,0.000000,,,0,40.8310,0.7200,-0.7120,0,636.00,,,0,4557.00,54.30,-39.23,0,0.670000,0.017000,-0.018000,0,0.720000,0.024000,-0.028000,0,177.35500000,0.53800000,-0.53500000
Kepler-399 b,1,3,Transit,14.42528100000,0.00014400000,-0.00014400000,0,0.1030000000,,,0,0.96000000,0.51000000,-0.51000000,0,0.84000000,,,0,0.000000,,,0,35.6300,21.3500,-8.0400,0,773.00,,,0,5502.00,200.00,-200.00,0,0.680000,0.363000,-0.363000,0,0.902000,0.065000,-0.033000,0,740.53700000,,
Kepler-399 c,1,3,Transit,26.67569000000,0.00017100000,-0.00017100000,0,0.1550000000,,,0,1.43000000,0.77000000,-0.77000000,0,2.63000000,,,0,0.000000,,,0,15.6900,9.4100,-3.5400,0,630.00,,,0,5502.00,200.00,-200.00,0,0.680000,0.363000,-0.363000,0,0.902000,0.065000,-0.033000,0,740.53700000,,
Kepler-399 d,1,3,Transit,58.03461600000,0.00036300000,-0.00036300000,0,0.2610000000,,,0,1.89000000,1.01000000,-1.01000000,0,4.23000000,,,0,0.000000,,,0,5.5700,3.3400,-1.2600,0,486.00,,,0,5502.00,200.00,-200.00,0,0.680000,0.363000,-0.363000,0,0.902000,0.065000,-0.033000,0,740.53700000,,
Kepler-4 b,1,1,Transit,3.21346000000,0.00022000000,-0.00022000000,0,0.0456000000,0.0009000000,-0.0009000000,0,4.00200000,0.21300000,-0.21300000,0,24.47200000,3.81400000,-3.81400000,0,0.000000,,,0,1245.4310,40.0950,-38.6820,0,1650.00,200.00,-200.00,0,5857.00,120.00,-120.00,0,1.487000,0.071000,-0.084000,0,1.223000,0.053000,-0.091000,0,487.91600000,5.89800000,-5.76100000
